order_item_id,order_id,item_name,quantity,price
680,406,Hakka Noodles,1,467.82
681,593,Veg Biryani,1,300.32
682,718,Veg Biryani,5,596.94
683,958,Kathi Roll,1,592.79
684,484,Chicken Biryani,3,292.61
685,788,Butter Naan,4,274.72
686,913,Chicken Burger,4,532.2
687,929,Chicken Burger,4,121.73
688,988,Rasgulla,5,149.15
689,881,Veg Burger,1,172.81
690,551,Chicken Burger,5,146.22
691,229,Lassi,1,473.21
692,306,Chole Bhature,5,300.55
693,389,Lassi,2,208.71
694,355,Butter Naan,3,178.01
695,897,Chocolate Brownie,1,96.75
696,677,French Fries,5,478.35
697,905,Kathi Roll,1,205.15
698,69,Masala Dosa,5,97.46
699,613,Rasgulla,1,207.26
700,46,Chicken Burger,4,201.86
701,223,Cold Coffee,1,152.87
702,297,Veg Fried Rice,5,245.83
703,613,Cold Coffee,3,203.19
704,898,Butter Naan,5,194.94
705,308,Hakka Noodles,1,369.49
706,606,Kathi Roll,2,405.52
707,438,Vada Pav,4,104.38
708,353,Gulab Jamun,4,488.62
709,327,Ice Cream Sundae,4,292.29
710,308,Chicken Burger,2,472.3
711,485,Veg Fried Rice,2,236.38
712,725,Butter Naan,4,555.67
713,576,French Fries,4,369.79
714,138,Chicken Burger,2,212.6
715,339,Gulab Jamun,1,559.56
716,868,Veg Burger,1,358.53
717,850,Chicken Tikka,1,219.6
718,690,Momos,5,100.56
719,75,Chicken Tikka,5,456.64
720,573,Chicken Tikka,4,188.62
721,929,Farmhouse Pizza,3,577.65
722,16,Chicken Tikka,2,580.28
723,121,Chocolate Brownie,4,555.51
724,713,Momos,2,286.25
725,246,Vada Pav,3,483.27
726,390,Chole Bhature,5,417.34
727,316,Hakka Noodles,3,346.66
728,510,Chole Bhature,1,497.46
729,740,Rajma Chawal,3,555.45
730,380,Farmhouse Pizza,4,103.77
731,885,Veg Fried Rice,2,88.43
732,567,Tandoori Roti,5,381.15
733,428,Margherita Pizza,2,182.02
734,236,Chicken Burger,5,513.35
735,512,Vada Pav,3,213.81
736,842,Rajma Chawal,4,319.63
737,751,Mango Shake,3,168.02
738,738,Vada Pav,4,175.7
739,911,Vada Pav,1,352.45
740,860,Samosa,1,571.5
741,685,Chicken Biryani,1,294.44
742,863,Gulab Jamun,2,115.34
743,155,Paneer Butter Masala,2,342.98
744,383,Chicken Biryani,5,411.62
745,957,Momos,4,422.83
746,17,Paneer Butter Masala,5,366.85
747,13,Paneer Butter Masala,5,455.54
748,549,Margherita Pizza,1,341.15
749,715,Rasgulla,4,499.21
750,932,Dal Tadka,1,557.39
751,537,Butter Naan,2,179.8
752,540,Hakka Noodles,3,219.01
753,407,Veg Biryani,3,578.83
754,471,Pav Bhaji,2,594.92
755,232,Margherita Pizza,1,419.94
756,879,Gulab Jamun,1,128.62
757,389,Chicken Burger,5,327.52
758,653,Paneer Butter Masala,2,123.0
759,866,French Fries,3,374.25
760,879,Masala Dosa,5,557.96
761,236,Chicken Tikka,5,327.26
762,48,Tandoori Roti,1,435.9
763,288,Kathi Roll,5,373.03
764,34,Dal Tadka,3,88.14
765,213,Pav Bhaji,2,471.17
766,730,Lassi,4,563.01
767,307,Dal Tadka,5,205.05
768,855,Samosa,4,432.06
769,554,Farmhouse Pizza,4,472.92
770,144,Mango Shake,1,340.41
771,998,Veg Burger,1,130.8
772,238,Lassi,1,257.11
773,788,Momos,5,286.29
774,793,Farmhouse Pizza,1,409.74
775,803,Chole Bhature,4,198.63
776,567,Chicken Burger,4,176.58
777,600,Rasgulla,4,124.56
778,634,Margherita Pizza,2,450.82
779,85,Hakka Noodles,2,277.6
780,803,Gulab Jamun,2,464.62
781,325,Veg Burger,1,127.59
782,966,Margherita Pizza,4,267.16
783,277,Masala Dosa,2,125.39
784,442,Chole Bhature,5,368.46
785,418,Masala Dosa,1,126.6
786,568,Veg Biryani,5,390.98
787,333,Samosa,4,86.42
788,424,Chicken Burger,1,456.92
789,573,Kathi Roll,2,377.42
790,174,Rasgulla,4,168.14
791,276,Margherita Pizza,3,336.42
792,65,Dal Tadka,4,223.5
793,307,Rajma Chawal,1,267.78
794,967,Veg Fried Rice,4,388.78
795,201,Chole Bhature,1,150.45
796,7,Chicken Burger,3,517.64
797,390,Mango Shake,3,308.92
798,441,Lassi,5,150.78
799,329,Momos,2,329.09
800,182,Chicken Burger,3,231.55
801,712,Gulab Jamun,4,583.24
802,801,Veg Fried Rice,3,275.55
803,837,Mango Shake,4,269.81
804,955,Pav Bhaji,2,387.96
805,559,Dal Tadka,5,94.0
806,745,Chole Bhature,2,308.0
807,299,Lassi,1,505.86
808,815,Mango Shake,4,429.95
809,143,Gulab Jamun,3,205.85
810,675,Butter Naan,4,490.32
811,76,Chole Bhature,5,329.2
812,411,Vada Pav,5,560.22
813,891,Ice Cream Sundae,4,362.7
814,810,Veg Burger,5,388.79
815,937,Veg Biryani,1,479.86
816,674,Rasgulla,3,166.5
817,628,Chicken Biryani,5,591.48
818,694,Gulab Jamun,4,582.74
819,340,Mango Shake,4,135.09
820,101,Hakka Noodles,2,345.55
821,532,Vada Pav,5,437.59
822,227,Chole Bhature,3,283.39
823,791,Rasgulla,5,439.03
824,155,Veg Burger,1,331.04
825,303,French Fries,1,140.36
826,964,Chocolate Brownie,2,261.13
827,352,Chole Bhature,2,350.98
828,357,Rajma Chawal,1,307.85
829,714,Chole Bhature,3,114.93
830,46,Mango Shake,1,91.74
831,352,Gulab Jamun,1,432.11
832,169,Tandoori Roti,2,348.32
833,566,Dal Tadka,3,371.12
834,982,Chole Bhature,2,494.83
835,645,Dal Tadka,2,413.05
836,443,Chicken Burger,1,463.44
837,905,Chicken Tikka,4,387.95
838,399,Paneer Butter Masala,2,187.01
839,771,Ice Cream Sundae,1,380.22
840,819,Samosa,5,177.22
841,334,Chicken Tikka,4,139.26
842,687,Samosa,4,354.41
843,655,Farmhouse Pizza,5,282.09
844,402,Pav Bhaji,1,260.92
845,866,Chole Bhature,5,169.71
846,690,Ice Cream Sundae,3,557.71
847,605,Veg Biryani,2,242.86
848,245,Margherita Pizza,1,175.18
849,711,Butter Naan,5,282.0
850,611,Butter Naan,5,279.53
851,191,Rajma Chawal,5,440.59
852,661,Tandoori Roti,2,368.55
853,502,Margherita Pizza,2,177.29
854,863,Chole Bhature,5,107.88
855,368,Paneer Butter Masala,4,151.0
856,835,Chicken Burger,5,342.83
857,507,French Fries,4,296.13
858,861,Chole Bhature,4,166.97
859,579,Paneer Butter Masala,2,231.89
860,282,Veg Fried Rice,5,230.11
861,800,Chole Bhature,5,466.11
862,785,Rajma Chawal,5,345.62
863,587,Masala Dosa,3,483.06
864,844,Veg Burger,5,507.76
865,43,Cold Coffee,4,364.1
866,436,Masala Dosa,2,234.81
867,34,Chole Bhature,3,261.26
868,837,Veg Biryani,4,529.95
869,121,Cold Coffee,2,189.14
870,756,Pav Bhaji,3,527.75
871,625,Gulab Jamun,4,166.31
872,143,Mango Shake,2,503.04
873,825,Chicken Biryani,5,262.42
874,288,Momos,5,167.56
875,721,Margherita Pizza,3,377.82
876,976,Samosa,5,592.45
877,696,Lassi,1,150.51
878,769,Mango Shake,4,557.76
879,284,Samosa,2,444.74
880,136,Veg Fried Rice,2,449.93
881,849,Veg Fried Rice,4,334.52
882,592,Gulab Jamun,3,406.46
883,385,Chole Bhature,1,409.49
884,902,Cold Coffee,1,289.48
885,768,Hakka Noodles,3,316.44
886,500,Farmhouse Pizza,5,81.29
887,793,Samosa,1,460.08
888,470,Gulab Jamun,3,522.06
889,815,Vada Pav,4,193.27
890,440,Lassi,2,337.25
891,331,Lassi,3,255.63
892,592,Butter Naan,5,523.26
893,808,Farmhouse Pizza,1,103.89
894,642,Mango Shake,4,88.47
895,952,Samosa,2,309.47
896,1,French Fries,2,597.76
897,932,Butter Naan,3,162.67
898,956,Kathi Roll,3,128.54
899,370,Hakka Noodles,1,273.36
900,926,Gulab Jamun,2,106.93
901,641,Margherita Pizza,2,303.2
902,94,Ice Cream Sundae,1,80.56
903,489,Veg Biryani,2,388.71
904,532,Rasgulla,4,84.83
905,713,Farmhouse Pizza,1,593.84
906,433,Ice Cream Sundae,2,328.4
907,235,Chicken Burger,1,460.0
908,105,Masala Dosa,3,271.13
909,307,Butter Naan,4,482.2
910,772,Samosa,2,413.62
911,694,Butter Naan,1,355.86
912,9,Momos,2,308.85
913,740,Chicken Tikka,2,558.34
914,631,Rasgulla,4,527.18
915,89,Kathi Roll,1,152.81
916,127,Pav Bhaji,4,262.8
917,440,Farmhouse Pizza,2,208.85
918,661,Veg Biryani,2,367.77
919,615,Chocolate Brownie,5,228.16
920,964,Ice Cream Sundae,1,520.9
921,675,Kathi Roll,3,186.83
922,622,Idli Sambhar,2,468.88
923,303,Gulab Jamun,1,487.58
924,813,Veg Fried Rice,4,280.66
925,247,Rajma Chawal,5,116.93
926,911,Paneer Butter Masala,3,565.64
927,136,Chicken Burger,5,298.85
928,560,Rasgulla,2,476.62
929,978,Cold Coffee,1,88.68
930,70,Paneer Butter Masala,3,192.19
931,945,Chicken Biryani,4,343.44
932,644,Ice Cream Sundae,5,478.9
933,434,Ice Cream Sundae,4,122.86
934,550,Vada Pav,5,159.39
935,86,Margherita Pizza,1,345.88
936,209,Mango Shake,2,358.92
937,401,Pav Bhaji,1,241.29
938,448,Chocolate Brownie,2,110.11
939,89,Tandoori Roti,4,140.31
940,627,Momos,1,240.83
941,760,Rasgulla,2,142.11
942,725,Butter Naan,1,165.19
943,976,Veg Burger,5,348.96
944,843,Chocolate Brownie,3,166.82
945,130,Chocolate Brownie,3,461.13
946,121,Cold Coffee,1,254.21
947,440,Hakka Noodles,5,113.21
948,730,Pav Bhaji,1,338.0
949,524,Veg Burger,1,339.8
950,581,Dal Tadka,3,161.8
951,792,Masala Dosa,5,430.54
952,119,Veg Fried Rice,5,81.34
953,880,Samosa,1,207.17
954,484,Veg Burger,4,558.52
955,184,Tandoori Roti,1,367.49
956,936,Ice Cream Sundae,4,196.75
957,255,French Fries,3,221.05
958,80,Pav Bhaji,3,142.09
959,690,Kathi Roll,1,173.26
960,824,Idli Sambhar,1,576.12
961,71,Kathi Roll,4,530.34
962,793,Samosa,3,250.2
963,567,Chole Bhature,1,271.84
964,299,Pav Bhaji,3,464.58
965,249,Chole Bhature,3,387.68
966,506,Cold Coffee,2,460.88
967,560,Cold Coffee,2,158.29
968,955,French Fries,1,201.16
969,355,Gulab Jamun,1,574.51
970,2,Cold Coffee,4,521.48
971,745,Margherita Pizza,1,186.7
972,244,French Fries,4,579.82
973,996,Butter Naan,3,128.37
974,944,Veg Fried Rice,5,294.79
975,918,Veg Burger,4,586.77
976,87,Pav Bhaji,1,342.82
977,653,Lassi,4,118.91
978,582,Chicken Biryani,4,424.47
979,134,Veg Fried Rice,3,215.72
980,323,Tandoori Roti,4,444.38
981,754,Farmhouse Pizza,3,315.43
982,240,Veg Biryani,2,150.78
983,789,Pav Bhaji,1,160.81
984,169,Chole Bhature,4,243.3
985,124,Vada Pav,3,581.61
986,213,Chole Bhature,3,320.94
987,873,Masala Dosa,1,161.96
988,703,Margherita Pizza,5,100.97
989,856,Samosa,3,157.13
990,729,Veg Fried Rice,3,286.05
991,51,Rasgulla,3,215.29
992,179,Paneer Butter Masala,4,524.39
993,570,Chocolate Brownie,5,209.92
994,474,Masala Dosa,2,143.16
995,64,Lassi,2,147.97
996,844,Chicken Burger,3,436.87
997,961,Gulab Jamun,1,382.81
998,266,Tandoori Roti,1,91.34
999,67,Chicken Tikka,4,500.84
1000,95,Kathi Roll,3,143.71
1001,965,Chole Bhature,1,167.35
1002,588,French Fries,4,337.99
1003,392,Rasgulla,4,169.86
1004,220,Tandoori Roti,2,222.99
1005,457,Kathi Roll,2,98.02
1006,635,Momos,2,416.58
1007,511,French Fries,5,329.1
1008,90,Hakka Noodles,4,151.36
1009,205,Gulab Jamun,5,209.56
1010,822,Vada Pav,1,594.49
1011,801,Ice Cream Sundae,3,329.44
1012,801,Rajma Chawal,3,554.59
1013,515,Farmhouse Pizza,4,220.63
1014,27,Farmhouse Pizza,5,193.89
1015,918,Mango Shake,3,110.47
1016,484,Idli Sambhar,3,478.76
1017,239,Dal Tadka,1,208.89
1018,247,Hakka Noodles,5,504.47
1019,940,Chocolate Brownie,1,477.31
1020,971,Veg Fried Rice,5,520.18
1021,817,Chicken Burger,3,566.31
1022,866,Dal Tadka,2,203.01
1023,326,Mango Shake,3,555.27
1024,29,Ice Cream Sundae,3,572.73
1025,578,Butter Naan,5,573.15
1026,857,Mango Shake,4,361.9
1027,180,Rajma Chawal,1,126.93
1028,239,Momos,2,90.36
1029,490,Paneer Butter Masala,3,557.31
1030,207,Mango Shake,2,257.19
1031,182,Tandoori Roti,3,110.97
1032,152,Pav Bhaji,2,482.67
1033,867,Idli Sambhar,3,579.49
1034,383,Ice Cream Sundae,4,384.73
1035,345,Margherita Pizza,3,150.95
1036,162,Chocolate Brownie,4,491.76
1037,984,Rajma Chawal,3,170.59
1038,992,Vada Pav,5,489.24
1039,229,Rasgulla,5,503.52
1040,388,Margherita Pizza,3,146.22
1041,747,Paneer Butter Masala,5,283.63
1042,790,Pav Bhaji,1,174.68
1043,326,Tandoori Roti,5,194.87
1044,580,Masala Dosa,4,153.13
1045,764,Veg Biryani,2,260.34
1046,328,Dal Tadka,1,507.26
1047,687,Gulab Jamun,3,312.25
1048,272,Chicken Tikka,2,440.45
1049,359,Hakka Noodles,1,454.62
1050,50,Chicken Burger,4,460.94
1051,993,Dal Tadka,4,336.4
1052,388,Veg Burger,5,275.18
1053,849,Rajma Chawal,5,418.5
1054,704,Veg Fried Rice,2,314.67
1055,819,Samosa,1,233.35
1056,327,Hakka Noodles,1,118.58
1057,175,Kathi Roll,4,163.67
1058,77,Vada Pav,1,255.73
1059,629,Kathi Roll,4,446.34
1060,442,Gulab Jamun,2,395.81
1061,445,Dal Tadka,1,132.65
1062,211,Chicken Tikka,4,442.54
1063,740,Tandoori Roti,5,217.94
1064,289,Margherita Pizza,2,129.88
1065,403,Pav Bhaji,5,516.72
1066,158,Chicken Biryani,3,81.98
1067,90,Margherita Pizza,5,329.77
1068,100,Paneer Butter Masala,2,168.83
1069,299,Veg Biryani,4,518.76
1070,316,Mango Shake,4,324.89
1071,917,Rasgulla,3,127.39
1072,558,Chicken Burger,2,272.93
1073,391,Veg Burger,2,311.8
1074,270,Chole Bhature,4,216.97
1075,858,Hakka Noodles,5,112.05
1076,771,Ice Cream Sundae,1,124.57
1077,353,Mango Shake,5,295.27
1078,775,Pav Bhaji,2,367.87
1079,861,Chicken Burger,5,297.69
1080,549,Rasgulla,4,377.81
1081,242,Rajma Chawal,3,121.06
1082,925,Samosa,1,341.09
1083,923,Idli Sambhar,5,432.32
1084,636,Butter Naan,1,573.61
1085,460,Dal Tadka,2,585.53
1086,828,Chicken Tikka,2,102.19
1087,81,Rasgulla,4,185.0
1088,843,Gulab Jamun,2,513.74
1089,265,Farmhouse Pizza,1,125.25
1090,570,Chicken Burger,5,249.59
1091,283,Idli Sambhar,4,556.92
1092,13,Mango Shake,5,385.54
1093,801,French Fries,1,295.51
1094,152,Pav Bhaji,5,382.99
1095,988,Masala Dosa,1,372.6
1096,104,Mango Shake,3,531.09
1097,902,Veg Burger,4,217.35
1098,671,Rajma Chawal,5,396.66
1099,39,Dal Tadka,3,289.55
1100,634,Momos,4,100.17
1101,911,Kathi Roll,3,439.07
1102,51,Chocolate Brownie,4,558.83
1103,919,Veg Burger,1,255.69
1104,813,Margherita Pizza,3,225.78
1105,504,Samosa,1,585.7
1106,234,Butter Naan,3,586.59
1107,454,Cold Coffee,3,220.1
1108,427,Momos,1,177.73
1109,217,Tandoori Roti,4,465.29
1110,778,Idli Sambhar,3,506.93
1111,528,Mango Shake,2,114.12
1112,727,Idli Sambhar,4,150.54
1113,872,Idli Sambhar,5,95.05
1114,198,Kathi Roll,2,515.23
1115,256,Chicken Biryani,4,106.29
1116,370,Ice Cream Sundae,2,222.47
1117,844,Chole Bhature,5,286.41
1118,946,Masala Dosa,1,205.81
1119,501,Momos,4,172.34
1120,892,Rajma Chawal,5,366.69
1121,353,Dal Tadka,3,469.46
1122,706,Veg Biryani,3,94.27
1123,51,Dal Tadka,5,485.51
1124,220,Samosa,2,416.64
1125,694,Chicken Tikka,3,418.83
1126,526,Paneer Butter Masala,1,326.53
1127,136,Gulab Jamun,2,392.59
1128,9,Veg Fried Rice,3,396.34
1129,966,Margherita Pizza,3,300.38
1130,386,Samosa,3,318.68
1131,224,Chole Bhature,3,432.14
1132,845,Momos,4,383.93
1133,8,Idli Sambhar,3,371.96
1134,609,Momos,3,235.21
1135,111,Rajma Chawal,1,254.87
1136,284,Gulab Jamun,3,527.98
1137,268,Gulab Jamun,3,177.95
1138,530,Cold Coffee,2,547.84
1139,825,Samosa,5,290.13
1140,328,Rasgulla,2,455.07
1141,672,Rajma Chawal,3,214.9
1142,429,Chicken Burger,4,463.1
1143,598,Ice Cream Sundae,5,504.33
1144,352,Chocolate Brownie,2,436.89
1145,654,Mango Shake,4,551.39
1146,688,Veg Burger,5,236.1
1147,175,Lassi,5,174.19
1148,100,Rajma Chawal,2,465.28
1149,743,Mango Shake,5,476.72
1150,188,Rasgulla,3,420.31
1151,228,Veg Burger,2,466.99
1152,315,French Fries,3,273.27
1153,600,Margherita Pizza,4,522.63
1154,482,Chicken Biryani,5,381.76
1155,636,Veg Biryani,4,542.5
1156,513,Masala Dosa,4,355.52
1157,424,Chicken Biryani,2,151.43
1158,206,Farmhouse Pizza,4,593.34
1159,915,Tandoori Roti,4,154.48
1160,884,Ice Cream Sundae,2,485.05
1161,500,Farmhouse Pizza,2,242.98
1162,60,Paneer Butter Masala,4,222.23
1163,780,Cold Coffee,2,379.67
1164,163,Rajma Chawal,1,147.29
1165,445,Gulab Jamun,4,289.76
1166,989,Rajma Chawal,4,82.43
1167,547,Chicken Tikka,3,574.04
1168,914,Farmhouse Pizza,5,179.1
1169,693,Paneer Butter Masala,2,197.66
1170,899,Veg Burger,3,147.04
1171,393,Idli Sambhar,5,239.18
1172,67,Lassi,1,235.07
1173,298,Chole Bhature,5,390.11
1174,346,French Fries,2,258.22
1175,924,Rajma Chawal,3,470.06
1176,169,Tandoori Roti,4,89.94
1177,230,Chocolate Brownie,2,189.82
1178,23,Pav Bhaji,5,167.87
1179,376,Ice Cream Sundae,1,275.1
1180,656,Hakka Noodles,5,404.03
1181,609,Chicken Biryani,1,419.86
1182,21,Chicken Biryani,1,296.72
1183,390,Masala Dosa,5,211.42
1184,719,Butter Naan,2,441.5
1185,646,Paneer Butter Masala,3,298.85
1186,104,Rasgulla,5,220.39
1187,621,Ice Cream Sundae,2,297.79
1188,921,Masala Dosa,5,453.76
1189,121,Margherita Pizza,1,488.08
1190,510,Chicken Tikka,5,183.87
1191,270,Lassi,5,586.02
1192,367,Ice Cream Sundae,4,233.58
1193,41,Vada Pav,4,553.39
1194,705,Tandoori Roti,4,251.91
1195,3,Paneer Butter Masala,1,551.58
1196,856,Pav Bhaji,4,157.56
1197,93,Cold Coffee,5,119.03
1198,741,Masala Dosa,3,415.06
1199,468,Margherita Pizza,3,321.42
1200,103,Lassi,2,534.55
1201,873,Margherita Pizza,3,496.83
1202,321,French Fries,1,129.4
1203,777,Kathi Roll,1,85.03
1204,142,Rasgulla,2,250.9
1205,916,Chole Bhature,5,219.52
1206,751,Veg Biryani,3,503.78
1207,188,Masala Dosa,4,288.13
1208,468,Hakka Noodles,4,438.75
1209,490,Mango Shake,4,417.4
1210,817,Dal Tadka,1,148.91
1211,744,Chicken Biryani,2,133.93
1212,934,Pav Bhaji,4,497.18
1213,695,Chole Bhature,2,397.89
1214,798,Veg Burger,5,94.98
1215,701,Kathi Roll,2,331.2
1216,500,Masala Dosa,4,309.16
1217,65,Hakka Noodles,3,86.43
1218,890,Rasgulla,5,479.11
1219,591,Chocolate Brownie,5,196.47
1220,979,Rasgulla,3,349.93
1221,705,Ice Cream Sundae,5,129.53
1222,678,Chocolate Brownie,2,330.6
1223,680,Rasgulla,4,157.3
1224,847,Vada Pav,5,108.37
1225,659,Tandoori Roti,2,342.9
1226,481,Samosa,4,532.1
1227,77,Cold Coffee,4,246.73
1228,339,Hakka Noodles,1,343.6
1229,564,Gulab Jamun,4,289.7
1230,241,Veg Biryani,4,310.98
1231,587,Chole Bhature,1,525.43
1232,458,Farmhouse Pizza,1,589.95
1233,764,Gulab Jamun,1,133.37
1234,423,Chicken Biryani,5,365.53
1235,846,Veg Biryani,5,580.85
1236,653,Margherita Pizza,5,372.41
1237,671,Rasgulla,4,574.18
1238,373,Lassi,1,504.63
1239,865,Chole Bhature,3,371.28
1240,635,Momos,4,452.66
1241,373,Ice Cream Sundae,4,139.29
1242,778,Rasgulla,2,81.14
1243,364,Lassi,3,364.8
1244,383,Ice Cream Sundae,1,103.8
1245,169,Rajma Chawal,2,507.36
1246,761,Chocolate Brownie,4,135.62
1247,626,Chicken Tikka,2,142.79
1248,873,Chicken Burger,2,317.66
1249,801,Chicken Tikka,3,136.04
1250,425,Chicken Biryani,5,144.07
1251,914,Chole Bhature,4,422.4
1252,980,Idli Sambhar,2,581.2
1253,5,Idli Sambhar,1,367.68
1254,444,Lassi,5,331.12
1255,521,Cold Coffee,2,439.75
1256,178,Chocolate Brownie,2,133.85
1257,674,Momos,5,539.0
1258,517,Kathi Roll,4,297.71
1259,624,Tandoori Roti,2,222.27
1260,987,Farmhouse Pizza,3,315.48
1261,137,Butter Naan,4,393.31
1262,908,Chocolate Brownie,5,235.43
1263,719,Vada Pav,3,450.17
1264,958,Vada Pav,2,184.46
1265,640,Ice Cream Sundae,3,437.04
1266,944,Rasgulla,2,590.29
1267,666,Dal Tadka,5,362.1
1268,653,Farmhouse Pizza,1,475.6
1269,576,Rajma Chawal,5,376.73
1270,684,Ice Cream Sundae,4,430.61
1271,916,Lassi,5,228.68
1272,868,French Fries,1,351.82
1273,26,Chicken Burger,2,107.59
1274,58,Chicken Tikka,3,470.1
1275,165,Margherita Pizza,3,156.14
1276,64,Ice Cream Sundae,3,186.08
1277,555,Chicken Biryani,3,503.29
1278,105,Momos,5,529.72
1279,761,Gulab Jamun,5,282.22
1280,524,Mango Shake,3,440.33
1281,49,Tandoori Roti,4,281.53
1282,980,Mango Shake,3,582.23
1283,56,Paneer Butter Masala,3,185.61
1284,890,Cold Coffee,4,511.59
1285,934,Gulab Jamun,3,472.66
1286,560,Chocolate Brownie,5,182.16
1287,743,Chicken Tikka,3,313.38
1288,700,Veg Biryani,2,580.49
1289,753,Idli Sambhar,1,276.14
1290,439,Hakka Noodles,5,217.4
1291,165,Pav Bhaji,3,82.94
1292,478,Ice Cream Sundae,2,100.77
1293,951,Farmhouse Pizza,5,106.44
1294,955,Gulab Jamun,5,518.43
1295,309,Rajma Chawal,5,366.08
1296,75,Mango Shake,3,353.21
1297,980,Dal Tadka,5,115.45
1298,518,Dal Tadka,4,362.4
1299,414,Veg Biryani,3,195.02
1300,219,Rasgulla,3,252.15
1301,301,Chicken Tikka,5,355.86
1302,575,Lassi,1,139.66
1303,355,Chole Bhature,2,550.34
1304,629,Tandoori Roti,5,206.79
1305,41,Rasgulla,3,278.31
1306,816,Masala Dosa,4,213.43
1307,742,Margherita Pizza,1,553.89
1308,842,Cold Coffee,3,347.44
1309,521,Chole Bhature,4,102.8
1310,920,Gulab Jamun,2,246.56
1311,85,Masala Dosa,2,585.25
1312,792,Vada Pav,5,83.81
1313,68,Chicken Tikka,2,529.77
1314,435,Lassi,1,186.9
1315,849,Ice Cream Sundae,4,416.21
1316,963,Veg Biryani,2,92.35
1317,735,Farmhouse Pizza,1,125.51
1318,56,Dal Tadka,3,370.2
1319,589,Lassi,2,553.71
1320,418,Chicken Burger,4,407.71
1321,444,Farmhouse Pizza,1,282.54
1322,122,Vada Pav,1,413.54
1323,634,Veg Biryani,5,103.67
1324,869,Veg Biryani,3,562.58
1325,109,Margherita Pizza,3,395.41
1326,289,Cold Coffee,4,278.34
1327,842,Rasgulla,1,326.47
1328,547,Veg Fried Rice,2,468.31
1329,816,Mango Shake,5,233.39
1330,650,Butter Naan,3,432.19
1331,937,Mango Shake,3,577.84
1332,12,Vada Pav,5,153.51
1333,43,Paneer Butter Masala,5,390.26
1334,551,Vada Pav,1,238.44
1335,767,Chocolate Brownie,3,190.1
1336,928,Gulab Jamun,5,154.08
1337,189,Veg Fried Rice,5,514.07
1338,199,Masala Dosa,2,428.91
1339,581,Samosa,1,522.72
1340,955,Vada Pav,4,415.23
1341,75,Margherita Pizza,1,210.36
